parcel_id,date,crop_stage,risk_level,recommendation,source
P0066,2025-03-08,Peg Formation,medium,Apply light irrigation in evening.,rule_engine
P0067,2025-04-19,Tillering,low,Monitor for stem borer — scout field edges.,ml_model
P0067,2025-02-03,Flowering,low,Monitor for stem borer — scout field edges.,rule_engine
P0067,2025-07-02,Vegetative,high,Apply light irrigation in evening.,weather_service
P0067,2025-05-22,Maturity,low,Field conditions stable — continue regular monitoring.,ml_model
P0068,2025-01-24,Germination,high,Monitor for stem borer — scout field edges.,weather_service
P0068,2025-04-29,Flowering,high,Field conditions stable — continue regular monitoring.,weather_service
P0068,2025-06-18,Panicle Initiation,high,Delay fertilizer until rainfall subsides.,ml_model
P0068,2025-01-16,Maturity,high,Do not irrigate today — soil moisture adequate.,weather_service
P0068,2025-07-09,Panicle Initiation,high,Apply light irrigation in evening.,weather_service
P0068,2025-01-16,Flowering,low,Delay fertilizer until rainfall subsides.,rule_engine
P0068,2025-05-09,Maturity,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0068,2025-02-02,Panicle Initiation,high,Monitor for stem borer — scout field edges.,rule_engine
P0069,2025-06-22,Seedling,medium,Monitor for stem borer — scout field edges.,rule_engine
P0069,2025-06-21,Germination,high,Monitor for stem borer — scout field edges.,weather_service
P0069,2025-03-30,Flowering,high,Do not irrigate today — soil moisture adequate.,weather_service
P0069,2025-04-01,Flowering,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0069,2025-07-08,Maturity,high,Apply light irrigation in evening.,ml_model
P0069,2025-04-25,Peg Formation,high,Do not irrigate today — soil moisture adequate.,weather_service
P0069,2025-01-02,Maturity,low,Monitor for stem borer — scout field edges.,weather_service
P0069,2025-01-18,Germination,high,Monitor for stem borer — scout field edges.,rule_engine
P0070,2025-04-04,Germination,high,Field conditions stable — continue regular monitoring.,rule_engine
P0070,2025-02-20,Peg Formation,low,Field conditions stable — continue regular monitoring.,ml_model
P0070,2025-04-27,Flowering,high,Apply light irrigation in evening.,weather_service
P0070,2025-03-31,Peg Formation,medium,Delay fertilizer until rainfall subsides.,weather_service
P0071,2025-01-20,Flowering,high,Monitor for stem borer — scout field edges.,weather_service
P0071,2025-02-02,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,weather_service
P0072,2025-05-09,Tillering,high,Field conditions stable — continue regular monitoring.,ml_model
P0072,2025-07-02,Flowering,high,Field conditions stable — continue regular monitoring.,weather_service
P0072,2025-01-01,Flowering,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0072,2025-01-09,Maturity,medium,Monitor for stem borer — scout field edges.,ml_model
P0072,2025-03-27,Peg Formation,high,Field conditions stable — continue regular monitoring.,weather_service
P0072,2025-04-13,Panicle Initiation,high,Apply light irrigation in evening.,weather_service
P0072,2025-07-15,Flowering,medium,Apply light irrigation in evening.,weather_service
P0072,2025-04-29,Maturity,medium,Delay fertilizer until rainfall subsides.,ml_model
P0073,2025-04-24,Tillering,low,Field conditions stable — continue regular monitoring.,rule_engine
P0073,2025-03-24,Peg Formation,low,Monitor for stem borer — scout field edges.,weather_service
P0073,2025-04-07,Maturity,low,Field conditions stable — continue regular monitoring.,ml_model
P0074,2025-01-11,Maturity,high,Monitor for stem borer — scout field edges.,rule_engine
P0074,2025-06-12,Flowering,medium,Monitor for stem borer — scout field edges.,ml_model
P0074,2025-07-16,Flowering,low,Field conditions stable — continue regular monitoring.,weather_service
P0074,2025-03-19,Tillering,medium,Apply light irrigation in evening.,rule_engine
P0074,2025-05-12,Flowering,high,Delay fertilizer until rainfall subsides.,weather_service
P0074,2025-07-11,Germination,high,Field conditions stable — continue regular monitoring.,weather_service
P0074,2025-06-22,Panicle Initiation,medium,Monitor for stem borer — scout field edges.,ml_model
P0074,2025-03-17,Flowering,medium,Monitor for stem borer — scout field edges.,ml_model
P0075,2025-01-13,Seedling,high,Apply light irrigation in evening.,ml_model
P0075,2025-02-17,Maturity,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0075,2025-07-16,Panicle Initiation,medium,Field conditions stable — continue regular monitoring.,ml_model
P0076,2025-05-19,Maturity,medium,Apply light irrigation in evening.,rule_engine
P0076,2025-07-06,Flowering,high,Field conditions stable — continue regular monitoring.,weather_service
P0076,2025-02-25,Seedling,medium,Monitor for stem borer — scout field edges.,weather_service
P0076,2025-06-04,Flowering,high,Do not irrigate today — soil moisture adequate.,weather_service
P0076,2025-01-26,Maturity,low,Field conditions stable — continue regular monitoring.,rule_engine
P0077,2025-07-01,Seedling,medium,Monitor for stem borer — scout field edges.,weather_service
P0077,2025-06-12,Panicle Initiation,medium,Monitor for stem borer — scout field edges.,rule_engine
P0077,2025-03-24,Germination,low,Do not irrigate today — soil moisture adequate.,weather_service
P0077,2025-02-02,Maturity,medium,Monitor for stem borer — scout field edges.,weather_service
P0077,2025-06-15,Flowering,high,Field conditions stable — continue regular monitoring.,rule_engine
P0078,2025-05-07,Peg Formation,low,Monitor for stem borer — scout field edges.,ml_model
P0078,2025-05-24,Panicle Initiation,medium,Monitor for stem borer — scout field edges.,rule_engine
P0078,2025-06-17,Vegetative,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0078,2025-07-17,Vegetative,medium,Delay fertilizer until rainfall subsides.,ml_model
P0079,2025-04-13,Seedling,high,Delay fertilizer until rainfall subsides.,ml_model
P0079,2025-03-31,Maturity,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0079,2025-04-16,Flowering,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0080,2025-07-09,Maturity,low,Do not irrigate today — soil moisture adequate.,weather_service
P0080,2025-05-06,Flowering,medium,Apply light irrigation in evening.,ml_model
P0081,2025-04-07,Maturity,medium,Delay fertilizer until rainfall subsides.,weather_service
P0081,2025-06-22,Flowering,high,Monitor for stem borer — scout field edges.,rule_engine
P0081,2025-04-10,Panicle Initiation,medium,Delay fertilizer until rainfall subsides.,ml_model
P0081,2025-05-29,Flowering,high,Monitor for stem borer — scout field edges.,ml_model
P0081,2025-06-25,Flowering,high,Monitor for stem borer — scout field edges.,rule_engine
P0081,2025-04-11,Maturity,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0081,2025-06-13,Seedling,medium,Field conditions stable — continue regular monitoring.,weather_service
P0082,2025-03-17,Germination,high,Delay fertilizer until rainfall subsides.,rule_engine
P0082,2025-07-13,Maturity,low,Delay fertilizer until rainfall subsides.,rule_engine
P0082,2025-07-11,Seedling,medium,Apply light irrigation in evening.,ml_model
P0082,2025-01-03,Maturity,low,Monitor for stem borer — scout field edges.,weather_service
P0082,2025-02-13,Vegetative,low,Delay fertilizer until rainfall subsides.,weather_service
P0083,2025-04-22,Maturity,low,Apply light irrigation in evening.,ml_model
P0083,2025-05-06,Seedling,medium,Monitor for stem borer — scout field edges.,rule_engine
P0083,2025-05-22,Seedling,high,Monitor for stem borer — scout field edges.,ml_model
P0083,2025-06-15,Germination,medium,Delay fertilizer until rainfall subsides.,ml_model
P0084,2025-02-26,Peg Formation,low,Delay fertilizer until rainfall subsides.,weather_service
P0084,2025-03-10,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,ml_model
P0084,2025-04-19,Flowering,low,Monitor for stem borer — scout field edges.,ml_model
P0084,2025-03-10,Maturity,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0084,2025-02-15,Peg Formation,high,Monitor for stem borer — scout field edges.,ml_model
P0084,2025-04-13,Flowering,low,Monitor for stem borer — scout field edges.,ml_model
P0084,2025-03-05,Maturity,low,Monitor for stem borer — scout field edges.,weather_service
P0084,2025-05-04,Vegetative,low,Do not irrigate today — soil moisture adequate.,weather_service
P0085,2025-03-10,Vegetative,low,Delay fertilizer until rainfall subsides.,weather_service
P0085,2025-01-04,Maturity,medium,Field conditions stable — continue regular monitoring.,weather_service
P0085,2025-07-17,Seedling,medium,Monitor for stem borer — scout field edges.,ml_model
P0085,2025-06-12,Seedling,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0085,2025-02-17,Germination,low,Do not irrigate today — soil moisture adequate.,weather_service
P0085,2025-07-17,Peg Formation,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0085,2025-02-03,Maturity,high,Monitor for stem borer — scout field edges.,weather_service
P0085,2025-05-14,Peg Formation,medium,Apply light irrigation in evening.,rule_engine
P0086,2025-04-09,Peg Formation,low,Monitor for stem borer — scout field edges.,weather_service
P0086,2025-07-04,Germination,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0086,2025-03-21,Flowering,high,Apply light irrigation in evening.,weather_service
P0086,2025-02-21,Tillering,low,Monitor for stem borer — scout field edges.,weather_service
P0087,2025-05-27,Peg Formation,high,Delay fertilizer until rainfall subsides.,ml_model
P0087,2025-05-12,Maturity,high,Do not irrigate today — soil moisture adequate.,ml_model
P0088,2025-07-11,Germination,medium,Apply light irrigation in evening.,weather_service
P0088,2025-03-27,Panicle Initiation,medium,Monitor for stem borer — scout field edges.,rule_engine
P0088,2025-04-30,Germination,medium,Apply light irrigation in evening.,ml_model
P0088,2025-02-18,Flowering,medium,Monitor for stem borer — scout field edges.,ml_model
P0088,2025-01-19,Maturity,medium,Delay fertilizer until rainfall subsides.,ml_model
P0088,2025-03-20,Maturity,high,Do not irrigate today — soil moisture adequate.,ml_model
P0089,2025-04-30,Seedling,high,Field conditions stable — continue regular monitoring.,rule_engine
P0089,2025-06-27,Flowering,medium,Delay fertilizer until rainfall subsides.,weather_service
P0089,2025-01-23,Flowering,high,Delay fertilizer until rainfall subsides.,weather_service
P0089,2025-06-06,Panicle Initiation,high,Field conditions stable — continue regular monitoring.,rule_engine
P0089,2025-02-18,Germination,medium,Field conditions stable — continue regular monitoring.,weather_service
P0089,2025-04-20,Peg Formation,medium,Monitor for stem borer — scout field edges.,weather_service
P0089,2025-04-03,Seedling,low,Field conditions stable — continue regular monitoring.,ml_model
P0089,2025-06-09,Seedling,high,Delay fertilizer until rainfall subsides.,rule_engine
P0090,2025-01-06,Seedling,high,Delay fertilizer until rainfall subsides.,ml_model
P0090,2025-05-09,Vegetative,medium,Apply light irrigation in evening.,weather_service
P0091,2025-02-16,Germination,high,Delay fertilizer until rainfall subsides.,ml_model
P0091,2025-01-04,Flowering,high,Field conditions stable — continue regular monitoring.,weather_service
P0091,2025-02-17,Panicle Initiation,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0091,2025-02-15,Flowering,medium,Apply light irrigation in evening.,rule_engine
P0091,2025-03-27,Flowering,low,Field conditions stable — continue regular monitoring.,weather_service
P0091,2025-02-08,Maturity,high,Monitor for stem borer — scout field edges.,rule_engine
P0091,2025-02-18,Maturity,low,Apply light irrigation in evening.,ml_model
P0092,2025-03-18,Flowering,medium,Apply light irrigation in evening.,weather_service
P0092,2025-06-04,Seedling,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0092,2025-06-07,Tillering,high,Monitor for stem borer — scout field edges.,rule_engine
P0092,2025-06-26,Maturity,high,Monitor for stem borer — scout field edges.,ml_model
P0093,2025-03-03,Panicle Initiation,medium,Monitor for stem borer — scout field edges.,ml_model
P0093,2025-03-03,Flowering,high,Field conditions stable — continue regular monitoring.,rule_engine
P0094,2025-05-25,Maturity,low,Monitor for stem borer — scout field edges.,weather_service
P0094,2025-02-11,Maturity,high,Field conditions stable — continue regular monitoring.,ml_model
P0094,2025-07-09,Tillering,high,Delay fertilizer until rainfall subsides.,rule_engine
P0095,2025-07-10,Vegetative,low,Do not irrigate today — soil moisture adequate.,weather_service
P0095,2025-01-05,Maturity,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0096,2025-03-31,Maturity,high,Monitor for stem borer — scout field edges.,ml_model
P0096,2025-04-29,Panicle Initiation,high,Delay fertilizer until rainfall subsides.,ml_model
P0097,2025-05-08,Peg Formation,low,Delay fertilizer until rainfall subsides.,weather_service
P0097,2025-06-15,Maturity,low,Monitor for stem borer — scout field edges.,rule_engine
P0097,2025-01-10,Maturity,low,Monitor for stem borer — scout field edges.,ml_model
P0097,2025-06-13,Panicle Initiation,high,Do not irrigate today — soil moisture adequate.,ml_model
P0097,2025-01-19,Maturity,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0097,2025-03-19,Vegetative,high,Field conditions stable — continue regular monitoring.,ml_model
P0097,2025-01-05,Flowering,medium,Apply light irrigation in evening.,weather_service
P0098,2025-06-02,Tillering,high,Monitor for stem borer — scout field edges.,weather_service
