intent_signature,intent,intent_tamil,crop,crop_tamil,soil_type,soil_tamil,required_entities,response_policy
AGR|CROP_SELECTION|CROP=drumstick|SOIL=sandy,crop_selection,பயிர் தேர்வு,drumstick,முருங்கை,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|CROP_SELECTION|CROP=drumstick|SOIL=clay,crop_selection,பயிர் தேர்வு,drumstick,முருங்கை,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|CROP_SELECTION|CROP=drumstick|SOIL=loamy,crop_selection,பயிர் தேர்வு,drumstick,முருங்கை,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|CROP_SELECTION|CROP=drumstick|SOIL=laterite,crop_selection,பயிர் தேர்வு,drumstick,முருங்கை,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=rice|SOIL=red,soil_suitability,மண் பொருத்தம்,rice,நெல்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=rice|SOIL=black,soil_suitability,மண் பொருத்தம்,rice,நெல்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=rice|SOIL=alluvial,soil_suitability,மண் பொருத்தம்,rice,நெல்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=rice|SOIL=sandy,soil_suitability,மண் பொருத்தம்,rice,நெல்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=rice|SOIL=clay,soil_suitability,மண் பொருத்தம்,rice,நெல்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=rice|SOIL=loamy,soil_suitability,மண் பொருத்தம்,rice,நெல்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=rice|SOIL=laterite,soil_suitability,மண் பொருத்தம்,rice,நெல்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=banana|SOIL=red,soil_suitability,மண் பொருத்தம்,banana,வாழை,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=banana|SOIL=black,soil_suitability,மண் பொருத்தம்,banana,வாழை,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=banana|SOIL=alluvial,soil_suitability,மண் பொருத்தம்,banana,வாழை,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=banana|SOIL=sandy,soil_suitability,மண் பொருத்தம்,banana,வாழை,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=banana|SOIL=clay,soil_suitability,மண் பொருத்தம்,banana,வாழை,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=banana|SOIL=loamy,soil_suitability,மண் பொருத்தம்,banana,வாழை,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=banana|SOIL=laterite,soil_suitability,மண் பொருத்தம்,banana,வாழை,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=sugarcane|SOIL=red,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=sugarcane|SOIL=black,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=sugarcane|SOIL=alluvial,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=sugarcane|SOIL=sandy,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=sugarcane|SOIL=clay,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=sugarcane|SOIL=loamy,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=sugarcane|SOIL=laterite,soil_suitability,மண் பொருத்தம்,sugarcane,கரும்பு,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=cotton|SOIL=red,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=cotton|SOIL=black,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=cotton|SOIL=alluvial,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=cotton|SOIL=sandy,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=cotton|SOIL=clay,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=cotton|SOIL=loamy,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=cotton|SOIL=laterite,soil_suitability,மண் பொருத்தம்,cotton,பருத்தி,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=groundnut|SOIL=red,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=groundnut|SOIL=black,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=groundnut|SOIL=alluvial,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=groundnut|SOIL=sandy,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=groundnut|SOIL=clay,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=groundnut|SOIL=loamy,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=groundnut|SOIL=laterite,soil_suitability,மண் பொருத்தம்,groundnut,நிலக்கடலை,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=maize|SOIL=red,soil_suitability,மண் பொருத்தம்,maize,மக்காச்சோளம்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=maize|SOIL=black,soil_suitability,மண் பொருத்தம்,maize,மக்காச்சோளம்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=maize|SOIL=alluvial,soil_suitability,மண் பொருத்தம்,maize,மக்காச்சோளம்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=maize|SOIL=sandy,soil_suitability,மண் பொருத்தம்,maize,மக்காச்சோளம்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|SOIL_SUITABILITY|CROP=maize|SOIL=clay,soil_suitability,மண் பொருத்தம்,maize,மக்காச்சோளம்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
